"id","country","district","gender","trial","item_A","item_B","item_C","best_overall","worst_overall","best_taste","worst_taste","best_color","worst_color","best_describe","worst_describe","community","age","geno_test","region"
"220_02","Uganda","Wakiso","Woman","home","Ejumula","Kakamega","Naspot 12","A","C","A","C","A","B","good in every way","It's sweet but not more than A and B",NA,NA,NA,NA
"220_03","Uganda","Wakiso","Man","home","Ejumula","Kakamega","Naspot 12","A","C","A","C","A","C","it's sweet","sweet but so hard",NA,NA,NA,NA
"222_03","Uganda","Wakiso","Man","home","Naspot 13","Naspot 12","Naspot 10","A","B","A","C","A","C","It is sweet as sugar","sweet and i like it",NA,NA,NA,NA
"229_01","Uganda","Wakiso","Woman","home","Naspot 13","Kakamega","Naspot 10","A","B","A","B","C","A","it is very sweet","it is not sweet like A",NA,NA,NA,NA
"229_03","Uganda","Wakiso","Man","home","Naspot 13","Kakamega","Naspot 10","A","B","A","B","C","A","it is very sweet","it is not sweet like  A",NA,NA,NA,NA
"233_01","Uganda","Wakiso","Woman","home","Naspot 10","Naspot 8","Naspot 12","A","B","A","B","A","C","very sweetand i like it","SP A is the sweet one",NA,NA,NA,NA
"233_03","Uganda","Wakiso","Man","home","Naspot 10","Naspot 8","Naspot 12","A","B","C","B","A","C","SP A is nice, attractive, it is extremely nice","It's just that SP A is just extremely good",NA,NA,NA,NA
"248_01","Uganda","Wakiso","Man","home","Ejumula","Kakamega","Naspot 13","A","C","A","C","A","C","Has a good taste like sugar in the mpouth, it is not hard when you are eating","sweet like sugar but has a hard body, stained appearance",NA,NA,NA,NA
"248_02","Uganda","Wakiso","Woman","home","Ejumula","Kakamega","Naspot 13","A","C","A","C","A","C","sweet, soft","too sweet, too hard",NA,NA,NA,NA
"250_03","Uganda","Wakiso","Man","home","Naspot 10","Naspot 12","Naspot 13","A","B","A","B","C","A","This type A is very sweet and also the appearanece is good but it has enough sugar","This type is tasteless, when you're eating, it's li",NA,NA,NA,NA
"203_02","Uganda","Wakiso","Man","home","Ejumula","Kakamega","Naspot 8","A","C","A","C","A","B","Sweet enough, nice aroma","Not as sweet as others",NA,NA,NA,NA
"203_03","Uganda","Wakiso","Woman","home","Ejumula","Kakamega","Naspot 8","A","C","A","C","A","B","Sweetenough, enough aroma","Not sweet enough",NA,NA,NA,NA
"204_03","Uganda","Wakiso","Woman","home","Naspot 12","Naspot 13","Naspot 10","C","A","C","A","B","A","Sweet and smells like yam","Not sweet, no aroma",NA,NA,NA,NA
"206_01","Uganda","Wakiso","Woman","home","Kakamega","Naspot 10","Naspot 13","C","B","A","C","C","B","very sweet, not fibrous and not sapy","not sweet, fibrous and very soft",NA,NA,NA,NA
"206_02","Uganda","Wakiso","Woman","home","Kakamega","Naspot 10","Naspot 13","A","B","A","C","C","B","sweeter than other varieties","sweet, hard and not fibrous",NA,NA,NA,NA
"206_03","Uganda","Wakiso","Woman","home","Kakamega","Naspot 10","Naspot 13","B","C","B","C","A","B","hard, mealy, nice aroma","soft",NA,NA,NA,NA
"208_01","Uganda","Wakiso","Man","home","Naspot 10","Naspot 8","Naspot 13","C","A","B","C","C","B","sweet and hard","sweet but soft and fibrous",NA,NA,NA,NA
"209_01","Uganda","Wakiso","Man","home","Naspot 12","Ejumula","Naspot 8","B","C","B","A","A","B","not fibrous, sweet","not tasty",NA,NA,NA,NA
"209_02","Uganda","Wakiso","Man","home","Naspot 12","Ejumula","Naspot 8","B","A","B","A","C","A","soft and delicious","less delicious and fibrous",NA,NA,NA,NA
"211_02","Uganda","Wakiso","Man","home","Naspot 8","Kakamega","Ejumula","C","A","C","A","B","C","tasty, nice flavor","lacks flavor",NA,NA,NA,NA
"211_03","Uganda","Wakiso","Man","home","Naspot 8","Kakamega","Ejumula","C","A","B","C","B","C","good taste","bad taste",NA,NA,NA,NA
"212_01","Uganda","Wakiso","Woman","home","Ejumula","Naspot 10","Kakamega","A","C","A","C","B","A","a bit hard and smooth","too soft and not tasty",NA,NA,NA,NA
"213_01","Uganda","Wakiso","Man","home","Naspot 10","Naspot 8","Ejumula","C","B","C","A","C","B","sweet","sweet",NA,NA,NA,NA
"213_02","Uganda","Wakiso","Man","home","Naspot 10","Naspot 8","Ejumula","B","A","C","B","B","A","tastes like pumpkin","tastless",NA,NA,NA,NA
"216_03","Uganda","Wakiso","Woman","home","Kakamega","Naspot 8","Naspot 13","B","A","C","B","B","C","sweet with good smell","tasteless, crunchy",NA,NA,NA,NA
"217_01","Uganda","Wakiso","Woman","home","Naspot 10","Ejumula","Naspot 8","B","C","A","B","A","B","very sweet","very sweet",NA,NA,NA,NA
"217_02","Uganda","Wakiso","Woman","home","Naspot 10","Ejumula","Naspot 8","B","C","B","C","A","B","very nice","very sweet according to B",NA,NA,NA,NA
"217_03","Uganda","Wakiso","Man","home","Naspot 10","Ejumula","Naspot 8","C","B","A","C","A","C","very nice","very sweet",NA,NA,NA,NA
"218_01","Uganda","Wakiso","Woman","home","Naspot 13","Naspot 10","Ejumula","C","B","C","A","A","B","sweet like honey","tastes like not well boiled",NA,NA,NA,NA
"218_03","Uganda","Wakiso","Woman","home","Naspot 13","Naspot 10","Ejumula","A","B","A","C","C","B","tastes good ,sweet","tastes like not well cooked",NA,NA,NA,NA
"219_02","Uganda","Wakiso","Woman","home","Naspot 12","Naspot 13","Kakamega","C","A","C","B","B","C","nice aroma, sweet","under whelming color",NA,NA,NA,NA
"221_02","Uganda","Wakiso","Woman","home","Ejumula","Kakamega","Naspot 8","B","A","B","A","C","B","hard, delicious","not sweet",NA,NA,NA,NA
"223_01","Uganda","Wakiso","Man","home","Naspot 10","Ejumula","Kakamega","B","A","B","A","C","B","sweet","crunchy like yam",NA,NA,NA,NA
"225_01","Uganda","Wakiso","Woman","home","Naspot 12","Naspot 13","Ejumula","C","A","C","A","B","C","good scent","not sweet",NA,NA,NA,NA
"225_02","Uganda","Wakiso","Man","home","Naspot 12","Naspot 13","Ejumula","C","A","C","A","B","C","sweeter than others","less sugar, bad smell",NA,NA,NA,NA
"225_03","Uganda","Wakiso","Woman","home","Naspot 12","Naspot 13","Ejumula","C","A","C","A","B","A","sweet","not sweet, bad appearance",NA,NA,NA,NA
"226_01","Uganda","Wakiso","Woman","home","Naspot 8","Naspot 10","Naspot 13","A","C","A","C","A","C","sweet, soft, smooth","fibrous, bad colr",NA,NA,NA,NA
"226_02","Uganda","Wakiso","Woman","home","Naspot 8","Naspot 10","Naspot 13","B","A","C","B","C","B","some how sweet","not sweet",NA,NA,NA,NA
"266_03","Uganda","Wakiso","Woman","home","Naspot 8","Naspot 10","Naspot 13","C","A","B","C","B","C","sweet, hard, not fibrous","not too sweet",NA,NA,NA,NA
"227_01","Uganda","Wakiso","Man","home","Naspot 10","Ejumula","Naspot 8","B","C","B","C","B","C","shinny skin, sweet","not very sweet",NA,NA,NA,NA
"228_01","Uganda","Wakiso","Man","home","Ejumula","Naspot 8","Kakamega","A","B","A","B","C","A","smooth","too soft",NA,NA,NA,NA
"228_02","Uganda","Wakiso","Man","home","Ejumula","Naspot 8","Kakamega","C","B","C","B","A","C","mealy, not watery, sweeter than A and B","watery, not as sweet as A and C",NA,NA,NA,NA
"230_01","Uganda","Wakiso","Woman","home","Naspot 8","Naspot 10","Ejumula","C","B","C","B","A","C","sweet","less sweet",NA,NA,NA,NA
"230_02","Uganda","Wakiso","Man","home","Naspot 8","Naspot 10","Ejumula","C","B","A","B","A","C","mealy, hard","too sweet, too soft, bad color",NA,NA,NA,NA
"230_03","Uganda","Wakiso","Woman","home","Naspot 8","Naspot 10","Ejumula","C","B","A","C","A","C","sweeter","tastless",NA,NA,NA,NA
"231_03","Uganda","Wakiso","Woman","home","Kakamega","Naspot 12","Ejumula","C","B","C","A","A","C","C is very sweet","C is very good but not very swwet",NA,NA,NA,NA
"232_01","Uganda","Wakiso","Man","home","Ejumula","Kakamega","Naspot 13","C","B","C","B","C","A","hard enough, moderately sweet","too sweet, soft",NA,NA,NA,NA
"232_02","Uganda","Wakiso","Woman","home","Ejumula","Kakamega","Naspot 13","A","B","A","B","A","C","hard, not very sweet","too sweet, very soft",NA,NA,NA,NA
"232_03","Uganda","Wakiso","Woman","home","Ejumula","Kakamega","Naspot 13","A","B","A","B","A","C","mealy, not very sweet","too soft",NA,NA,NA,NA
"234_01","Uganda","Wakiso","Woman","home","Naspot 12","Naspot 13","Kakamega","B","C","B","C","A","B","taste is good","taste is not good",NA,NA,NA,NA
"235_01","Uganda","Wakiso","Man","home","Naspot 13","Ejumula","Naspot 8","B","A","B","A","C","B","not very sweet, moderately sweet","too sweet",NA,NA,NA,NA
"235_02","Uganda","Wakiso","Woman","home","Naspot 13","Ejumula","Naspot 8","B","A","B","C","C","A","not too much sugar","contains too much sugar",NA,NA,NA,NA
"236_01","Uganda","Wakiso","Man","home","Naspot 8","Kakamega","Naspot 10","C","A","C","A","C","B","good for flour","moderate sugar",NA,NA,NA,NA
"237_03","Uganda","Wakiso","Woman","home","Kakamega","Naspot 10","Naspot 13","C","A","C","A","C","A","moderately seet",NA,NA,NA,NA,NA
"238_01","Uganda","Wakiso","Man","home","Ejumula","Naspot 12","Kakamega","A","B","C","B","A","C","not too much sugar but sweet","less sugar",NA,NA,NA,NA
"238_02","Uganda","Wakiso","Woman","home","Ejumula","Naspot 12","Kakamega","A","B","A","B","C","A","sugary","less tasty",NA,NA,NA,NA
"238_03","Uganda","Wakiso","Man","home","Ejumula","Naspot 12","Kakamega","B","C","B","C","A","C","soft and mealy","not sweet",NA,NA,NA,NA
"205_1","Uganda","Wakiso","Woman","home","Ejumula","Naspot 13","Naspot 8","B","C","B","C","A","B","mealy","too soft",NA,NA,NA,NA
"259_01","Uganda","Wakiso","Man","home","Kakamega","Naspot 13","Naspot 12","B","C","B","C","B","A","It is very nice and so sweet, with a good smell","It is not sweet, has some threads",NA,NA,NA,NA
"259_02","Uganda","Wakiso","Woman","home","Kakamega","Naspot 13","Naspot 12","B","C","B","C","B","A","B is very sweet, smelling like a pumpkin","It is not sweet, it is like water",NA,NA,NA,NA
"257_02","Uganda","Wakiso","Woman","home","Naspot 12","Naspot 8","Naspot 13","B","A","B","A","C","B","It is sweet like sugarcane","There isn't enough sugar",NA,NA,NA,NA
"256_01","Uganda","Wakiso","Woman","home","Naspot 10","Naspot 12","Naspot 8","A","B","A","B","C","A","According to my taste, it is sweeter","Not sweet at all",NA,NA,NA,NA
"256_03","Uganda","Wakiso","Man","home","Naspot 10","Naspot 12","Naspot 8","B","C","B","A","A","B","It is very sweet and has a rich aroma","Not sweet at all",NA,NA,NA,NA
"255_01","Uganda","Wakiso","Man","home","Naspot 8","Ejumula","Kakamega","B","C","B","A","A","C","B is the sweetes","A is hard but was ot sweet",NA,NA,NA,NA
"255_03","Uganda","Wakiso","Woman","home","Naspot 8","Ejumula","Kakamega","A","B","A","B","C","A","sweet and hard","B has a bad smell",NA,NA,NA,NA
"254_01","Uganda","Wakiso","Woman","home","Ejumula","Kakamega","Naspot 10","A","C","A","C","B","A","A had a heavier taste than C and B","C has little sugar",NA,NA,NA,NA
"254_02","Uganda","Wakiso","Woman","home","Ejumula","Kakamega","Naspot 10","A","B","A","B","C","A","not watery, mealy, very sweet","Not rich in aroma, not very sweet",NA,NA,NA,NA
"253_01","Uganda","Wakiso","Woman","home","Kakamega","Naspot 13","Naspot 12","A","C","B","C","A","B","very sweet, hard peel, marketable","not sweet",NA,NA,NA,NA
"253_02","Uganda","Wakiso","Man","home","Kakamega","Naspot 13","Naspot 12","B","C","B","C","B","A","It is good in color and tastes better when eaten","It us salty and has a bad smell",NA,NA,NA,NA
"253_03","Uganda","Wakiso","Woman","home","Kakamega","Naspot 13","Naspot 12","B","C","B","C","B","C","sweet, rich aroma, mealy, attractive peel","not very sweet, not mealy, bad peel",NA,NA,NA,NA
"252_02","Uganda","Wakiso","Man","home","Naspot 13","Naspot 8","Ejumula","C","B","A","B","C","B","According to my taste it is the sweetest","According to me, the appearance and the taste",NA,NA,NA,NA
"252_03","Uganda","Wakiso","Woman","home","Naspot 13","Naspot 8","Ejumula","A","B","A","B","A","B","A is sweeter than B and C",NA,NA,NA,NA,NA
"249_01","Uganda","Wakiso","Woman","home","Naspot 8","Ejumula","Kakamega","B","A","B","A","C","B","Tastes sweet","It iastes very nice",NA,NA,NA,NA
"249_02","Uganda","Wakiso","Man","home","Naspot 8","Ejumula","Kakamega","B","C","B","C","A","B","It was so soft","It was too sweet",NA,NA,NA,NA
"246_01","Uganda","Wakiso","Woman","home","Naspot 13","Naspot 8","Ejumula","A","C","B","A","B","A","sweet, mealy","too soft when cooked",NA,NA,NA,NA
"246_02","Uganda","Wakiso","Man","home","Naspot 13","Naspot 8","Ejumula","A","C","B","A","B","A","It is sweet and mealy","It is sweet but too soft",NA,NA,NA,NA
"245_02","Uganda","Wakiso","Woman","home","Naspot 10","Naspot 13","Naspot 8","C","B","C","B","A","C","Moderately moist so it is solid when cooked","It is sticky and has a bad smell",NA,NA,NA,NA
"245_01","Uganda","Wakiso","Man","home","Naspot 10","Naspot 13","Naspot 8","B","A","B","A","C","B","sweet","tasteless",NA,NA,NA,NA
"243_02","Uganda","Wakiso","Woman","home","Naspot 8","Kakamega","Naspot 12","B","C","B","A","A","B",NA,"maly, noe color, big size",NA,NA,NA,NA
"242_01","Uganda","Wakiso","Woman","home","Ejumula","Naspot 12","Naspot 10","A","C","A","C","B","A","It is very sweet, good in color","No sugar, has no taste",NA,NA,NA,NA
"242_02","Uganda","Wakiso","Woman","home","Ejumula","Naspot 12","Naspot 10","A","C","A","C","B","A","It has good taste, goof in color, has flavor","Has no taste, takes long to get ready",NA,NA,NA,NA
"241_01","Uganda","Wakiso","Man","home","Kakamega","Ejumula","Naspot 13","C","A","C","A","C","A","moderately sweet, no lingering taste","bad appearance,",NA,NA,NA,NA
"241_02","Uganda","Wakiso","Man","home","Kakamega","Ejumula","Naspot 13","B","A","B","A","B","A","moderately sweet","Not as sweet as sweetpotato usually is",NA,NA,NA,NA
"240_01","Uganda","Wakiso","Woman","home","Naspot 12","Naspot 13","Naspot 8","B","C","B","C","B","C","sweet, nice aroma, mealy","Not sweet",NA,NA,NA,NA
"240_02","Uganda","Wakiso","Man","home","Naspot 12","Naspot 13","Naspot 8","B","C","B","C","B","A","Tastes sweet like something with sugar","Does not taste sweet",NA,NA,NA,NA
"240_03","Uganda","Wakiso","Man","home","Naspot 12","Naspot 13","Naspot 8","B","C","B","C","B","A","It is sweet","Not sweet",NA,NA,NA,NA
"239_01","Uganda","Wakiso","Woman","home","Naspot 10","Naspot 8","Ejumula","C","B","C","B","A","C","sweet smell, swet","not sweet enough",NA,NA,NA,NA
"J1","Ghana","Northern","Man","community","PURPLE","NAN","PG17206-N5","B","C",NA,NA,NA,NA,NA,NA,"Waribogu","26","advanced_trial",NA
"J2","Ghana","Northern","Man","community","PG17206-N5","PG17305-N1","PURPLE","B","A",NA,NA,NA,NA,NA,NA,"Waribogu","37","advanced_trial",NA
"J3","Ghana","Northern","Man","community","LIGRI","PURPLE","PG17305-N1","B","A",NA,NA,NA,NA,NA,NA,"Waribogu","35","advanced_trial",NA
"J4","Ghana","Northern","Man","community","LIGRI","PG17305-N1","OBARE","C","A",NA,NA,NA,NA,NA,NA,"Waribogu","25","advanced_trial",NA
"J5","Ghana","Northern","Man","community","PG17265-N1","LIGRI","OBARE","C","B",NA,NA,NA,NA,NA,NA,"Waribogu","36","advanced_trial",NA
"J6","Ghana","Northern","Man","community","OBARE","PG17265-N1","PG17140-N2","A","B",NA,NA,NA,NA,NA,NA,"Waribogu","42","advanced_trial",NA
"J7","Ghana","Northern","Man","community","PG17140-N2","PG17265-N1","APOMUDEN","A","B",NA,NA,NA,NA,NA,NA,"Waribogu","20","advanced_trial",NA
"J8","Ghana","Northern","Man","community","APOMUDEN","PG17140-N2","PG173136-N1","B","C",NA,NA,NA,NA,NA,NA,"Waribogu","26","advanced_trial",NA
"J9","Ghana","Northern","Man","community","PG173136-N1","APOMUDEN","PG17362-N1","A","C",NA,NA,NA,NA,NA,NA,"Waribogu","49","advanced_trial",NA
"J10","Ghana","Northern","Man","community","PG17362-N1","CIP442162","PG173136-N1","C","A",NA,NA,NA,NA,NA,NA,"Waribogu","32","advanced_trial",NA
"J11","Ghana","Northern","Man","community","CIP442162","PG17412-N2","PG17362-N1","A","B",NA,NA,NA,NA,NA,NA,"Waribogu","30","advanced_trial",NA
"J12","Ghana","Northern","Man","community","NAN","CIP442162","PG17412-N2","A","C",NA,NA,NA,NA,NA,NA,"Waribogu","35","advanced_trial",NA
"J13","Ghana","Northern","Man","community","PG17412-N2","PG17206-N5","NAN","B","A",NA,NA,NA,NA,NA,NA,"Waribogu","34","advanced_trial",NA
"J14","Ghana","Northern","Man","community","OBARE","PURPLE","PG17206-N5","B","A",NA,NA,NA,NA,NA,NA,"Waribogu","30","advanced_trial",NA
"J15","Ghana","Northern","Man","community","PURPLE","PG17265-N1","PG17305-N1","C","B",NA,NA,NA,NA,NA,NA,"Waribogu","45","advanced_trial",NA
"J16","Ghana","Northern","Man","community","PG17305-N1","PG17140-N2","LIGRI","C","B",NA,NA,NA,NA,NA,NA,"Waribogu","25","advanced_trial",NA
"J17","Ghana","Northern","Man","community","OBARE","APOMUDEN","LIGRI","A","B",NA,NA,NA,NA,NA,NA,"Waribogu","45","advanced_trial",NA
"J18","Ghana","Northern","Man","community","OBARE","PG173136-N1","PG17265-N1","A","C",NA,NA,NA,NA,NA,NA,"Waribogu","20","advanced_trial",NA
"J19","Ghana","Northern","Man","community","PG17140-N2","PG17362-N1","PG17265-N1","A","C",NA,NA,NA,NA,NA,NA,"Waribogu","35","advanced_trial",NA
"J20","Ghana","Northern","Man","community","CIP442162","PG17140-N2","APOMUDEN","A","C",NA,NA,NA,NA,NA,NA,"Waribogu","24","advanced_trial",NA
"J21","Ghana","Northern","Woman","community","APOMUDEN","PG17412-N2","PG173136-N1","C","A",NA,NA,NA,NA,NA,NA,"Waribogu","32","advanced_trial",NA
"J22","Ghana","Northern","Woman","community","PG173136-N1","PG17362-N1","NAN","C","B",NA,NA,NA,NA,NA,NA,"Waribogu","45","advanced_trial",NA
"J23","Ghana","Northern","Woman","community","PG17206-N5","CIP442162","PG17362-N1","B","C",NA,NA,NA,NA,NA,NA,"Waribogu","28","advanced_trial",NA
"J24","Ghana","Northern","Woman","community","PG17412-N2","PURPLE","CIP442162","B","A",NA,NA,NA,NA,NA,NA,"Waribogu","30","advanced_trial",NA
"J25","Ghana","Northern","Man","community","NAN","PG17305-N1","PG17412-N2","B","A",NA,NA,NA,NA,NA,NA,"Waribogu","30","advanced_trial",NA
"J26","Ghana","Northern","Woman","community","NAN","LIGRI","PG17206-N5","B","C",NA,NA,NA,NA,NA,NA,"Waribogu","20","advanced_trial",NA
"J27","Ghana","Northern","Woman","community","PG17362-N1","PURPLE","PG17265-N1","C","A",NA,NA,NA,NA,NA,NA,"Waribogu","35","advanced_trial",NA
"J28","Ghana","Northern","Man","community","CIP442162","PG17140-N2","PG17305-N1","C","B",NA,NA,NA,NA,NA,NA,"Waribogu","34","advanced_trial",NA
"J29","Ghana","Northern","Man","community","LIGRI","APOMUDEN","PG17412-N2","B","C",NA,NA,NA,NA,NA,NA,"Waribogu","40","advanced_trial",NA
"J30","Ghana","Northern","Man","community","NAN","PG173136-N1","OBARE","A","B",NA,NA,NA,NA,NA,NA,"Waribogu","18","advanced_trial",NA
"J31","Ghana","Northern","Man","community","PG17206-N5","PG17362-N1","PG17265-N1","C","A",NA,NA,NA,NA,NA,NA,"Waribogu","26","advanced_trial",NA
"J32","Ghana","Northern","Man","community","CIP442162","PURPLE","PG17140-N2","B","C",NA,NA,NA,NA,NA,NA,"Waribogu","44","advanced_trial",NA
"J33","Ghana","Northern","Woman","community","PG17412-N2","APOMUDEN","PG17305-N1","C","B",NA,NA,NA,NA,NA,NA,"Waribogu","30","advanced_trial",NA
"J34","Ghana","Northern","Woman","community","NAN","PG173136-N1","LIGRI","A","C",NA,NA,NA,NA,NA,NA,"Waribogu","38","advanced_trial",NA
"J35","Ghana","Northern","Man","community","PG17206-N5","OBARE","PG17362-N1","B","C",NA,NA,NA,NA,NA,NA,"Waribogu","35","advanced_trial",NA
"J36","Ghana","Northern","Man","community","PG17265-N1","CIP442162","PURPLE","C","B",NA,NA,NA,NA,NA,NA,"Waribogu","35","advanced_trial",NA
"J37","Ghana","Northern","Woman","community","PG17412-N2","PG17140-N2","PG17305-N1","B","A",NA,NA,NA,NA,NA,NA,"Waribogu","45","advanced_trial",NA
"J38","Ghana","Northern","Woman","community","APOMUDEN","LIGRI","NAN","C","A",NA,NA,NA,NA,NA,NA,"Waribogu","32","advanced_trial",NA
"J39","Ghana","Northern","Woman","community","OBARE","PG173136-N1","PG17206-N5","A","C",NA,NA,NA,NA,NA,NA,"Waribogu","49","advanced_trial",NA
"J40","Ghana","Northern","Woman","community","PG17362-N1","PURPLE","PG17305-N1","C","A",NA,NA,NA,NA,NA,NA,"Waribogu","28","advanced_trial",NA
"J41","Ghana","Northern","Man","community","CIP442162","LIGRI","PG17305-N1","C","B",NA,NA,NA,NA,NA,NA,"Waribogu","35","advanced_trial",NA
"J42","Ghana","Northern","Woman","community","PG17412-N2","LIGRI","OBARE","C","A",NA,NA,NA,NA,NA,NA,"Waribogu","20","advanced_trial",NA
"J43","Ghana","Northern","Man","community","PG17265-N1","NAN","OBARE","C","A",NA,NA,NA,NA,NA,NA,"Waribogu","35","advanced_trial",NA
"J44","Ghana","Northern","Woman","community","PG17265-N1","PG17206-N5","PG17140-N2","A","C",NA,NA,NA,NA,NA,NA,"Waribogu","40","advanced_trial",NA
"J45","Ghana","Northern","Woman","community","APOMUDEN","PG17140-N2","PURPLE","C","B",NA,NA,NA,NA,NA,NA,"Waribogu","40","advanced_trial",NA
"J46","Ghana","Northern","Man","community","PG17305-N1","APOMUDEN","PG173136-N1","C","B",NA,NA,NA,NA,NA,NA,"Waribogu","42","advanced_trial",NA
"J47","Ghana","Northern","Woman","community","PG173136-N1","LIGRI","PG17362-N1","A","C",NA,NA,NA,NA,NA,NA,"Waribogu","35","advanced_trial",NA
"J48","Ghana","Northern","Woman","community","CIP442162","OBARE","PG17362-N1","A","B",NA,NA,NA,NA,NA,NA,"Waribogu","20","advanced_trial",NA
"J49","Ghana","Northern","Woman","community","CIP442162","PG17412-N2","PG17265-N1","B","A",NA,NA,NA,NA,NA,NA,"Waribogu","20","advanced_trial",NA
"J50","Ghana","Northern","Man","community","NAN","PG17412-N2","PG17140-N2","A","C",NA,NA,NA,NA,NA,NA,"Waribogu","28","advanced_trial",NA
"J51","Ghana","Northern","Woman","community","NAN","APOMUDEN","PG17206-N5","B","C",NA,NA,NA,NA,NA,NA,"Waribogu","30","advanced_trial",NA
"J52","Ghana","Northern","Woman","community","PURPLE","PG17206-N5","PG173136-N1","C","A",NA,NA,NA,NA,NA,NA,"Waribogu","40","advanced_trial",NA
"J53","Ghana","Northern","Man","community","PURPLE","PG173136-N1","APOMUDEN","B","C",NA,NA,NA,NA,NA,NA,"Waribogu","30","advanced_trial",NA
"J54","Ghana","Northern","Man","community","PG17362-N1","PG173136-N1","PG17305-N1","B","A",NA,NA,NA,NA,NA,NA,"Waribogu","40","advanced_trial",NA
"J55","Ghana","Northern","Woman","community","LIGRI","CIP442162","PG17362-N1","B","C",NA,NA,NA,NA,NA,NA,"Waribogu","22","advanced_trial",NA
"J56","Ghana","Northern","Man","community","OBARE","CIP442162","PG17412-N2","C","B",NA,NA,NA,NA,NA,NA,"Waribogu","95","advanced_trial",NA
"J57","Ghana","Northern","Man","community","PG17265-N1","PG17412-N2","NAN","C","B",NA,NA,NA,NA,NA,NA,"Waribogu","52","advanced_trial",NA
"J58","Ghana","Northern","Man","community","PG17140-N2","PG17206-N5","NAN","C","A",NA,NA,NA,NA,NA,NA,"Waribogu","35","advanced_trial",NA
"J59","Ghana","Northern","Woman","community","PG17206-N5","PURPLE","APOMUDEN","C","B",NA,NA,NA,NA,NA,NA,"Waribogu","20","advanced_trial",NA
"J60","Ghana","Northern","Man","community","PURPLE","PG17305-N1","PG173136-N1","C","A",NA,NA,NA,NA,NA,NA,"Waribogu","45","advanced_trial",NA
"J61","Ghana","Northern","Man","community","PG17305-N1","PG17362-N1","LIGRI","A","B",NA,NA,NA,NA,NA,NA,"Waribogu","30","advanced_trial",NA
"J62","Ghana","Northern","Man","community","OBARE","CIP442162","LIGRI","A","B",NA,NA,NA,NA,NA,NA,"Waribogu","25","advanced_trial",NA
"J63","Ghana","Northern","Man","community","PG17412-N2","OBARE","PG17265-N1","C","B",NA,NA,NA,NA,NA,NA,"Waribogu","23","advanced_trial",NA
"J64","Ghana","Northern","Man","community","NAN","PG17265-N1","PG17140-N2","C","B",NA,NA,NA,NA,NA,NA,"Waribogu","31","advanced_trial",NA
"J65","Ghana","Northern","Woman","community","APOMUDEN","PG17206-N5","PG17140-N2","B","C",NA,NA,NA,NA,NA,NA,"Waribogu","30","advanced_trial",NA
"J66","Ghana","Northern","Man","community","PURPLE","PG173136-N1","PG17140-N2","C","A",NA,NA,NA,NA,NA,NA,"Waribogu","65","advanced_trial",NA
"J67","Ghana","Northern","Man","community","PG17305-N1","PG17362-N1","APOMUDEN","A","C",NA,NA,NA,NA,NA,NA,"Waribogu","38","advanced_trial",NA
"J68","Ghana","Northern","Man","community","PG173136-N1","LIGRI","CIP442162","B","C",NA,NA,NA,NA,NA,NA,"Nyankpala","36","advanced_trial",NA
"J69","Ghana","Northern","Woman","community","PG17412-N2","PG17362-N1","OBARE","B","A",NA,NA,NA,NA,NA,NA,"Nyankpala","25","advanced_trial",NA
"J70","Ghana","Northern","Woman","community","PG17265-N1","CIP442162","NAN","A","C",NA,NA,NA,NA,NA,NA,"Nyankpala","20","advanced_trial",NA
"J71","Ghana","Northern","Man","community","PG17140-N2","PG17206-N5","PG17412-N2","C","B",NA,NA,NA,NA,NA,NA,"Nyankpala","20","advanced_trial",NA
"J72","Ghana","Northern","Woman","community","APOMUDEN","NAN","PURPLE","B","C",NA,NA,NA,NA,NA,NA,"Nyankpala","25","advanced_trial",NA
"J73","Ghana","Northern","Woman","community","PG17305-N1","PG17206-N5","PG173136-N1","C","B",NA,NA,NA,NA,NA,NA,"Nyankpala","21","advanced_trial",NA
"J74","Ghana","Northern","Woman","community","PG17362-N1","PURPLE","LIGRI","C","B",NA,NA,NA,NA,NA,NA,"Nyankpala","25","advanced_trial",NA
"J75","Ghana","Northern","Woman","community","OBARE","PG17305-N1","CIP442162","C","B",NA,NA,NA,NA,NA,NA,"Nyankpala","20","advanced_trial",NA
"J76","Ghana","Northern","Man","community","PG17265-N1","PG17412-N2","LIGRI","A","C",NA,NA,NA,NA,NA,NA,"Nyankpala","28","advanced_trial",NA
"J78","Ghana","Northern","Man","community","APOMUDEN","PG17206-N5","PG17265-N1","A","B",NA,NA,NA,NA,NA,NA,"Nyankpala","22","advanced_trial",NA
"J79","Ghana","Northern","Man","community","PG173136-N1","PG17265-N1","PURPLE","B","C",NA,NA,NA,NA,NA,NA,"Nyankpala","35","advanced_trial",NA
"J80","Ghana","Northern","Man","community","PG17362-N1","PG17140-N2","PG17305-N1","A","B",NA,NA,NA,NA,NA,NA,"Nyankpala","26","advanced_trial",NA
"J81","Ghana","Northern","Man","community","LIGRI","CIP442162","APOMUDEN","A","C",NA,NA,NA,NA,NA,NA,"Nyankpala","30","advanced_trial",NA
"J82","Ghana","Northern","Woman","community","PG173136-N1","PG17412-N2","OBARE","C","B",NA,NA,NA,NA,NA,NA,"Nyankpala","18","advanced_trial",NA
"J83","Ghana","Northern","Man","community","PG17265-N1","NAN","PG17362-N1","A","B",NA,NA,NA,NA,NA,NA,"Nyankpala","28","advanced_trial",NA
